event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,country_name,admin_division_name
7370,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.1419,94.1078,0.0,India,Manipur
4928,06/16/2013 12:00:00 AM,landslide,rain,medium,unknown,30.4619,79.0765,0.0,India,Uttarakhand
4445,07/05/2012 12:00:00 AM,landslide,downpour,large,unknown,30.1281,78.3221,1.0,India,Uttarakhand
2118,07/22/2010 05:00:00 AM,landslide,downpour,medium,unknown,33.3893,75.203,0.0,India,Kashmir
2502,09/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,33.241,75.2382,0.0,India,Kashmir
5635,11/13/2013 11:00:00 PM,landslide,downpour,medium,unknown,8.4557,77.009,0.0,India,Kerala
5084,07/12/2013 11:00:00 PM,landslide,downpour,medium,unknown,25.616,94.1167,0.0,India,Nāgāland
3618,06/17/2011 12:00:00 AM,landslide,downpour,medium,unknown,31.5639,77.9798,0.0,India,Himachal Pradesh
7726,08/22/2015 04:30:00 AM,landslide,downpour,medium,above_road,31.0365,77.1213,0.0,India,Himachal Pradesh
5225,07/28/2013 12:00:00 AM,mudslide,downpour,small,unknown,30.819,78.6149,1.0,India,Uttarakhand
3986,09/25/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.0605,88.255,0.0,India,Bengal
2566,10/08/2010 12:00:00 AM,mudslide,downpour,medium,unknown,25.4769,94.1351,0.0,India,Nāgāland
1050,07/03/2009 12:00:00 AM,landslide,rain,medium,unknown,26.87324244,88.29184021,0.0,India,Bengal
2226,08/09/2010 06:00:00 PM,landslide,downpour,medium,unknown,33.334,75.7627,1.0,India,Kashmir
3116,02/13/2011 12:00:00 AM,landslide,rain,medium,above_road,33.33875958,75.1921061,,India,Kashmir
1988,06/15/2010 12:00:00 AM,landslide,downpour,small,unknown,18.7624,73.3747,0.0,India,Maharashtra
4139,01/12/2012 10:00:00 PM,landslide,downpour,medium,unknown,33.2407,75.2373,0.0,India,Kashmir
1109,08/20/2009 12:00:00 AM,landslide,downpour,medium,unknown,25.5215,93.1645,0.0,India,Assam
7196,07/12/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,33.2049,75.2845,0.0,India,Kashmir
3128,02/16/2011 06:00:00 PM,landslide,downpour,medium,unknown,33.2609,75.244,0.0,India,Kashmir
3777,07/15/2011 06:00:00 PM,landslide,downpour,medium,unknown,32.3491,77.2181,1.0,India,Himachal Pradesh
2206,08/06/2010 12:30:00 AM,landslide,downpour,very_large,unknown,34.1416,77.4871,234.0,India,Kashmir
1961,06/09/2010 02:15:00 PM,landslide,downpour,medium,unknown,25.8833,91.2,0.0,India,Meghālaya
595,06/20/2008 12:00:00 AM,landslide,rain,medium,unknown,26.885,88.2778,,India,Bengal
9474,08/07/2016 12:00:00 AM,landslide,continuous_rain,medium,unknown,32.6987,75.0582,1.0,India,Kashmir
9199,06/08/2016 10:00:00 PM,landslide,downpour,medium,above_road,34.2952,75.3226,0.0,India,Kashmir
2578,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.3179,94.0462,0.0,India,Nāgāland
322,10/21/2007 12:00:00 AM,landslide,rain,medium,unknown,24.75,93.4333,,India,Assam
5552,09/24/2013 12:00:00 AM,landslide,unknown,medium,unknown,25.0985,94.3619,,India,Manipur
3707,07/03/2011 12:00:00 AM,landslide,rain,medium,unknown,34.1601,75.496,0.0,India,Kashmir
3621,06/17/2011 12:00:00 AM,mudslide,downpour,large,unknown,26.88,88.28,4.0,India,Bengal
2241,08/13/2010 12:00:00 AM,landslide,downpour,medium,above_road,30.80200029,78.61786282,,India,Uttarakhand
3562,06/01/2011 11:00:00 PM,landslide,downpour,medium,unknown,9.6326,76.9792,0.0,India,Kerala
3250,03/19/2011 12:00:00 AM,landslide,downpour,medium,unknown,33.3308,75.1773,0.0,India,Kashmir
9356,08/02/2016 10:30:00 PM,rock_fall,monsoon,medium,above_road,19.3421,73.7735,0.0,India,Maharashtra
5208,07/26/2013 12:00:00 AM,landslide,rain,medium,unknown,30.2835,79.2498,,India,Uttarakhand
5053,07/07/2013 12:00:00 AM,landslide,downpour,medium,unknown,31.9671,76.8521,,India,Himachal Pradesh
1993,06/16/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.8073,88.3162,0.0,India,Bengal
6928,03/31/2015 12:00:00 AM,landslide,construction,medium,above_road,30.6145,79.8102,4.0,India,Uttarakhand
7031,05/24/2015 12:00:00 AM,landslide,unknown,medium,above_road,27.6163,88.6586,0.0,India,Sikkim
9351,03/07/2016 12:00:00 AM,landslide,unknown,medium,natural_slope,22.1337,78.8979,3.0,India,Madhya Pradesh
7932,06/28/2016 12:00:00 AM,landslide,downpour,small,mine,15.3455,73.8976,0.0,India,Goa
4535,09/03/2012 12:00:00 AM,landslide,downpour,medium,urban,19.0397,72.907,,India,Maharashtra
4514,08/24/2012 12:00:00 AM,landslide,downpour,medium,unknown,31.709,76.9312,,India,Himachal Pradesh
7084,07/06/2015 12:00:00 AM,landslide,downpour,medium,above_road,29.393,79.4525,0.0,India,Uttarakhand
4498,08/18/2012 12:00:00 AM,landslide,downpour,medium,unknown,32.1797,77.1947,,India,Himachal Pradesh
1157,09/12/2009 11:00:00 PM,landslide,downpour,small,unknown,31.1032,77.1625,,India,Himachal Pradesh
2460,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,31.9843,77.1889,0.0,India,Himachal Pradesh
2025,06/28/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.5728,91.885,1.0,India,Meghālaya
9405,04/19/2016 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.7223,95.0243,0.0,India,Nagaland
6962,06/18/2015 10:00:00 PM,landslide,continuous_rain,medium,unknown,15.4465,73.927,0.0,India,Goa
1908,05/27/2010 09:45:00 AM,landslide,rain,medium,unknown,34.5628,77.6001,0.0,India,Kashmir
5343,08/17/2013 11:00:00 PM,landslide,continuous_rain,medium,unknown,24.7625,93.4341,,India,Assam
6971,06/09/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,27.0987,93.816,2.0,India,Arunachal Pradesh
57,04/11/2007 12:00:00 AM,landslide,downpour,medium,unknown,27.4459,88.6193,,India,
1611,04/01/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.1553,93.028,3.0,India,Assam
3905,08/10/2011 12:00:00 AM,landslide,rain,medium,unknown,30.2828,78.3041,0.0,India,Uttarakhand
2015,06/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,19.069,72.8703,0.0,India,Maharashtra
3749,07/09/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.7412,79.4929,0.0,India,Uttarakhand
147,07/30/2007 12:00:00 AM,landslide,downpour,medium,unknown,22.533,92.899,,India,Mizoram
6189,08/03/2014 09:00:00 AM,landslide,continuous_rain,small,above_road,19.1497,83.6299,0.0,India,State of Odisha
6358,09/06/2014 12:00:00 AM,landslide,rain,medium,unknown,32.8468,75.137,5.0,India,Kashmir
4382,06/03/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.1175,92.8573,,India,Assam
8367,06/30/2016 10:00:00 PM,mudslide,monsoon,large,unknown,29.8002,80.2565,0.0,India,Uttarakhand
1112,08/20/2009 12:00:00 AM,mudslide,downpour,medium,unknown,27.1761,88.5287,0.0,India,Sikkim
100,06/25/2007 12:00:00 AM,landslide,rain,medium,unknown,11.2738,75.8275,,India,Kerala
2424,09/13/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.591,92.9296,0.0,India,Mizoram
9166,07/18/2016 12:00:00 AM,rock_fall,rain,medium,above_road,30.7313,78.4358,,India,Uttarakhand
2379,09/03/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.2851,78.9829,0.0,India,Uttarakhand
2391,09/04/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.8987,78.3399,0.0,India,Uttarakhand
78,05/23/2007 12:00:00 AM,landslide,rain,medium,unknown,27.3383,88.6069,,India,Sikkim
705,08/10/2008 12:00:00 AM,landslide,rain,medium,unknown,18.72,73.47,,India,Maharashtra
5638,11/13/2013 12:00:00 AM,landslide,downpour,medium,unknown,8.1747,77.444,0.0,India,Tamil Nadu
5097,07/14/2013 12:00:00 AM,landslide,downpour,medium,unknown,31.4711,77.6746,1.0,India,Himachal Pradesh
2136,07/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.904,77.0969,0.0,India,Himachal Pradesh
6322,10/27/2014 09:00:00 AM,rock_fall,downpour,medium,above_road,10.2379,77.6377,0.0,India,Tamil Nadu
4504,08/21/2012 12:00:00 AM,landslide,downpour,medium,unknown,34.6113,74.9499,,India,Kashmir
5431,09/01/2013 12:00:00 AM,mudslide,continuous_rain,medium,unknown,24.9829,93.5063,0.0,India,Assam
2963,01/11/2011 12:00:00 AM,landslide,construction,medium,unknown,15.4838,73.8164,0.0,India,Goa
3672,06/29/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.5125,93.3613,0.0,India,Assam
2416,09/12/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.7333,78.4403,0.0,India,Uttarakhand
7262,07/21/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,33.7403,77.7559,0.0,India,Kashmir
2161,07/29/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.7467,78.4517,0.0,India,Uttarakhand
3997,09/30/2011 12:00:00 AM,landslide,unknown,medium,unknown,27.5161,88.5575,0.0,India,
2253,08/15/2010 11:00:00 PM,landslide,downpour,medium,unknown,25.31006064,94.48265093,0.0,India,Manipur
3764,07/12/2011 05:15:00 PM,landslide,rain,medium,unknown,19.6699,73.5111,0.0,India,Maharashtra
2210,08/06/2010 12:30:00 AM,landslide,downpour,large,unknown,34.1619,77.5528,0.0,India,Kashmir
2464,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.9544,77.5063,0.0,India,Himachal Pradesh
7158,07/11/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,32.9262,75.1447,0.0,India,Kashmir
5099,07/14/2013 12:00:00 AM,landslide,rain,medium,unknown,30.6738,77.3544,0.0,India,Himachal Pradesh
2305,08/21/2010 12:00:00 AM,landslide,downpour,medium,unknown,31.5304,77.7755,0.0,India,Himachal Pradesh
5285,08/05/2013 12:00:00 AM,landslide,monsoon,medium,unknown,29.5659,80.3657,1.0,India,Uttarakhand
1108,08/20/2009 12:00:00 AM,landslide,downpour,medium,unknown,24.9925,93.5,0.0,India,Assam
2467,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.7198,77.1695,0.0,India,Himachal Pradesh
448,02/08/2008 12:00:00 AM,landslide,rain,medium,unknown,12.9752,77.6092,,India,Karnātaka
6105,06/26/2014 11:00:00 PM,landslide,continuous_rain,medium,above_road,28.9205,95.3429,0.0,India,Arunachal Pradesh
7175,04/05/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,33.9243,74.6163,0.0,India,Kashmir
9168,06/12/2016 11:00:00 PM,landslide,downpour,medium,above_road,27.6438,93.871,0.0,India,Arunachal Pradesh
554,05/28/2008 12:00:00 AM,landslide,downpour,medium,unknown,9.7327,76.8403,,India,Kerala
7021,06/27/2015 11:00:00 PM,landslide,downpour,medium,unknown,27.0076,88.251,1.0,India,West Bengal
7159,07/10/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,29.3908,79.4552,0.0,India,Uttarakhand
3560,05/31/2011 02:30:00 PM,landslide,downpour,medium,unknown,24.8286,93.5935,2.0,India,Manipur
2215,08/06/2010 01:00:00 AM,landslide,downpour,medium,unknown,32.371,77.2468,0.0,India,Himachal Pradesh
587,06/15/2008 12:00:00 AM,landslide,downpour,medium,unknown,27.2298,94.0989,17.0,India,Assam
237,09/06/2007 12:00:00 AM,landslide,rain,large,unknown,29.5833,80.2167,,India,Uttarakhand
8012,09/06/2015 03:00:00 PM,landslide,unknown,medium,above_road,25.9703,91.8584,0.0,India,Meghalaya
7062,05/14/2015 09:00:00 AM,landslide,downpour,small,above_road,33.6303,74.4838,0.0,India,Kashmir
5633,11/13/2013 04:00:00 AM,landslide,downpour,medium,unknown,8.4951,76.921,0.0,India,Kerala
2369,08/31/2010 12:00:00 AM,landslide,downpour,medium,unknown,16.5332,80.6103,0.0,India,Andhra Pradesh
7335,08/18/2015 09:00:00 AM,landslide,continuous_rain,medium,urban,25.5145,90.2023,0.0,India,Meghalaya
7215,07/13/2015 11:00:00 PM,landslide,continuous_rain,small,above_road,32.2473,78.037,1.0,India,Himachal Pradesh
5179,07/24/2013 12:00:00 AM,landslide,downpour,medium,unknown,30.262,79.2191,0.0,India,Uttarakhand
704,08/10/2008 12:00:00 AM,landslide,downpour,medium,unknown,12.6445,75.605,,India,Karnataka
6840,02/05/2015 12:00:00 AM,landslide,unknown,medium,unknown,33.7453,74.1794,0.0,India,Kashmir
3568,06/02/2011 12:00:00 AM,landslide,downpour,medium,unknown,9.8721,76.7046,0.0,India,Kerala
6544,08/22/2014 10:30:00 PM,other,downpour,medium,above_road,11.683,77.571,0.0,India,Tamil Nadu
2014,06/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,19.153,72.9266,0.0,India,Maharashtra
8962,06/18/2016 12:00:00 AM,mudslide,downpour,medium,above_road,15.0275,74.1623,0.0,India,Goa
6570,08/30/2011 12:00:00 AM,landslide,continuous_rain,medium,above_road,17.4303,73.5097,0.0,India,Maharashtra
7167,04/08/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,34.6609,73.9593,0.0,India,Kashmir
141,07/26/2007 12:00:00 AM,landslide,rain,medium,unknown,25.38,91.88,,India,Meghālaya
3983,09/23/2011 12:00:00 AM,landslide,downpour,large,unknown,26.1548,91.7351,4.0,India,Assam
395,12/16/2007 12:00:00 AM,landslide,rain,medium,unknown,34.93977198,76.83270934,13.0,India,Kashmir
1487,02/08/2010 06:00:00 PM,landslide,downpour,medium,unknown,34.0876,74.0225,1.0,India,Kashmir
419,01/09/2008 12:00:00 AM,landslide,rain,medium,unknown,33.23738085,75.24528226,,India,Kashmir
148,07/30/2007 12:00:00 AM,landslide,downpour,medium,unknown,22.479,92.967,,India,Mizoram
3899,08/08/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.2258,78.3755,0.0,India,Uttarakhand
2120,07/22/2010 12:00:00 AM,landslide,downpour,medium,unknown,29.6095,79.6628,1.0,India,Uttarakhand
1094,08/16/2009 09:30:00 PM,landslide,downpour,medium,deforested_slope,27.15977181,88.63411246,1.0,India,Bengal
7156,07/09/2015 12:00:00 AM,landslide,unknown,medium,below_road,10.3448,77.5666,0.0,India,Tamil Nadu
2454,09/19/2010 06:00:00 PM,landslide,downpour,medium,unknown,30.9013,79.5322,2.0,India,Uttarakhand
7161,07/11/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,30.241,78.9,0.0,India,Uttarakhand
1775,04/21/2010 12:00:00 AM,landslide,downpour,medium,unknown,27.8965,96.1779,12.0,India,Arunāchal Pradesh
3663,06/28/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.6682,94.1099,0.0,India,Nāgāland
7385,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,24.004,93.9815,0.0,India,Manipur
5410,08/28/2013 06:00:00 PM,landslide,downpour,medium,unknown,29.9531,78.1514,0.0,India,Uttarakhand
3643,06/23/2011 11:30:00 PM,landslide,downpour,large,unknown,27.2879,88.2579,16.0,India,
4978,06/24/2013 12:00:00 AM,debris_flow,downpour,medium,unknown,30.4542,78.3911,0.0,India,Uttarakhand
2575,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.5242,92.9914,0.0,India,Assam
6873,03/15/2015 11:00:00 PM,landslide,snowfall_snowmelt,medium,above_road,33.0809,75.2966,0.0,India,Kashmir
9478,08/07/2016 12:00:00 AM,landslide,continuous_rain,medium,above_road,32.4298,75.5807,0.0,India,Kashmir
1526,02/26/2010 11:00:00 PM,landslide,downpour,medium,unknown,33.0097,74.9402,2.0,India,Kashmir
3759,07/11/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.506,79.1127,0.0,India,Uttarakhand
4523,08/29/2012 12:00:00 AM,landslide,downpour,medium,unknown,33.775,74.0934,,India,Kashmir
3840,07/25/2011 12:00:00 AM,landslide,downpour,medium,unknown,24.6869,93.9157,0.0,India,Manipur
73,05/08/2007 12:00:00 AM,landslide,rain,medium,unknown,33.242,75.231,,India,Kashmir
2594,10/12/2010 06:00:00 PM,landslide,downpour,medium,unknown,33.1847,75.8062,0.0,India,Kashmir
6015,05/08/2014 12:00:00 AM,mudslide,rain,medium,above_road,27.9032,96.174,0.0,India,Arunachal Pradesh
7123,04/26/2015 12:00:00 AM,landslide,unknown,small,above_road,16.5172,80.6024,0.0,India,Andhra Pradesh
3741,07/07/2011 12:00:00 AM,landslide,rain,medium,unknown,25.4191,94.1079,0.0,India,Nāgāland
9476,08/07/2016 12:00:00 AM,landslide,continuous_rain,medium,above_road,33.1457,75.7964,0.0,India,Kashmir
523,05/05/2008 12:00:00 AM,landslide,downpour,medium,unknown,33.9513,74.9845,,India,Kashmir
8654,07/04/2016 08:00:00 AM,landslide,unknown,small,urban,12.8041,74.8678,0.0,India,Karnataka
4516,08/24/2012 12:00:00 AM,landslide,downpour,medium,unknown,30.9044,77.0969,,India,Himachal Pradesh
210,08/25/2007 12:00:00 AM,landslide,rain,medium,unknown,27.0713,88.4308,,India,Bengal
5098,07/14/2013 12:00:00 AM,landslide,downpour,medium,unknown,32.17,77.1788,1.0,India,Himachal Pradesh
7287,07/26/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,32.5606,76.1206,0.0,India,Himachal Pradesh
2106,07/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.8716,94.9921,0.0,India,Nāgāland
5044,07/06/2013 12:00:00 AM,landslide,downpour,medium,unknown,31.1628,77.7241,,India,Himachal Pradesh
9051,07/19/2016 09:00:00 AM,landslide,unknown,medium,natural_slope,26.09748244,91.8744337,0.0,India,Meghalaya
870,10/29/2008 12:00:00 AM,mudslide,downpour,medium,unknown,27.4,92.35,12.0,India,Arunāchal Pradesh
2392,09/04/2010 12:00:00 AM,landslide,downpour,medium,unknown,27.3702,88.7334,0.0,India,Sikkim
1037,06/17/2009 04:00:00 AM,mudslide,downpour,medium,unknown,26.89,88.47,0.0,India,Bengal
2293,08/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.7221,78.6437,0.0,India,Uttarakhand
7111,04/28/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,30.5631,79.5765,0.0,India,Uttarakhand
3830,07/22/2011 12:00:00 AM,landslide,downpour,small,unknown,24.3527,94.3429,0.0,India,Manipur
4906,06/07/2013 12:00:00 AM,landslide,unknown,medium,unknown,26.0977,94.7499,,India,Nāgāland
1091,08/16/2009 09:00:00 AM,landslide,downpour,medium,above_river,27.02459801,88.43849551,2.0,India,Bengal
2135,07/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,32.2067,76.3641,0.0,India,Himachal Pradesh
4497,08/18/2012 12:00:00 AM,landslide,downpour,medium,unknown,32.2278,78.071,,India,Himachal Pradesh
151,08/02/2007 12:00:00 AM,mudslide,rain,medium,unknown,26.8905,88.2789,3.0,India,Bengal
7076,07/04/2015 06:00:00 PM,landslide,unknown,small,natural_slope,26.9282,88.4553,0.0,India,West Bengal
5023,07/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,30.0712,80.2386,,India,Uttarakhand
5197,07/25/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,30.8203,78.6185,,India,Uttarakhand
218,08/29/2007 12:00:00 AM,landslide,rain,medium,unknown,27.0096,88.2548,,India,Bengal
6462,07/30/2014 12:00:00 AM,landslide,construction,medium,mine,19.678,73.5036,0.0,India,Maharashtra
6973,06/21/2015 12:00:00 AM,landslide,continuous_rain,small,natural_slope,18.7833,73.4703,0.0,India,Maharashtra
5290,08/07/2013 03:30:00 AM,landslide,downpour,medium,unknown,32.2322,76.3037,0.0,India,Himachal Pradesh
2261,08/17/2010 08:00:00 AM,landslide,downpour,medium,unknown,26.9435,88.4445,0.0,India,Bengal
93,06/13/2007 12:00:00 AM,landslide,rain,small,unknown,26.7324,88.4089,,India,Bengal
7289,07/26/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,31.7085,76.9297,0.0,India,Himachal Pradesh
9603,10/12/2016 12:00:00 AM,landslide,downpour,medium,below_road,26.8861,88.1704,0.0,India,West Bengal
6225,09/07/2014 12:00:00 AM,mudslide,downpour,medium,unknown,33.0677,75.1466,41.0,India,Kashmir
3269,03/22/2011 12:00:00 AM,landslide,downpour,medium,unknown,28.0791,96.5242,0.0,India,Arunāchal Pradesh
715,08/14/2008 12:00:00 AM,complex,monsoon,medium,unknown,31.0,77.12,,India,Himachal Pradesh
7178,04/03/2015 12:00:00 AM,landslide,continuous_rain,small,other,34.0604,74.4203,0.0,India,Kashmir
6539,08/20/2014 06:00:00 PM,landslide,rain,medium,unknown,20.5349,73.1703,0.0,India,Gujarat
3820,07/21/2011 12:00:00 AM,landslide,rain,medium,unknown,30.1665,78.1123,1.0,India,Uttarakhand
7596,08/07/2015 03:30:00 AM,rock_fall,continuous_rain,small,above_road,18.7631,73.347,0.0,India,Maharashtra
1755,04/17/2010 03:00:00 PM,landslide,downpour,small,unknown,27.3341,88.6083,0.0,India,Sikkim
6990,06/24/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,26.0319,94.5466,0.0,India,Nagaland
5332,08/14/2013 12:00:00 AM,landslide,downpour,medium,unknown,33.7705,74.0967,,India,Kashmir
7678,08/11/2015 11:00:00 PM,landslide,rain,medium,above_road,32.1967,76.3194,0.0,India,Himachal Pradesh
3902,08/09/2011 12:00:00 AM,landslide,downpour,medium,unknown,24.5958,72.7169,0.0,India,Rajasthan
98,06/25/2007 12:00:00 AM,landslide,rain,medium,unknown,18.431,79.1492,10.0,India,Andhra Pradesh
3708,07/03/2011 12:00:00 AM,landslide,downpour,medium,unknown,34.1491,76.826,0.0,India,Kashmir
9002,07/16/2016 03:00:00 PM,debris_flow,downpour,medium,above_road,30.4554,78.0973,0.0,India,Uttarakhand
1995,06/16/2010 12:00:00 AM,landslide,rain,medium,unknown,27.0765,88.4808,3.0,India,Bengal
6222,10/01/2014 11:00:00 AM,landslide,unknown,small,above_road,27.1249,93.7706,5.0,India,Arunachal Pradesh
9169,06/12/2016 12:00:00 AM,landslide,continuous_rain,unknown,above_road,26.1677,94.2442,0.0,India,Nagaland
2177,07/30/2010 12:00:00 AM,landslide,downpour,medium,unknown,15.949,73.9667,0.0,India,Maharashtra
4435,06/25/2012 12:00:00 AM,landslide,downpour,large,unknown,27.174,95.8011,,India,Arunāchal Pradesh
2439,09/17/2010 09:00:00 AM,landslide,downpour,medium,unknown,16.5141,80.6055,0.0,India,Andhra Pradesh
4313,04/08/2012 12:00:00 AM,landslide,downpour,medium,unknown,28.4659,95.86,0.0,India,Arunāchal Pradesh
2165,07/29/2010 12:00:00 AM,landslide,downpour,medium,unknown,12.896,74.8735,0.0,India,Karnataka
3559,05/31/2011 06:00:00 PM,landslide,rain,medium,unknown,30.4783,78.2741,1.0,India,Uttarakhand
6341,09/11/2014 12:00:00 AM,landslide,downpour,medium,above_road,30.688,79.0478,0.0,India,Uttarakhand
2227,08/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.6463,79.5306,0.0,India,Uttarakhand
2537,10/03/2010 12:00:00 AM,landslide,rain,medium,unknown,12.9711,76.2728,0.0,India,Karnataka
2344,08/27/2010 04:30:00 PM,landslide,downpour,medium,unknown,24.7505,93.4221,0.0,India,Assam
7263,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.4477,94.0489,0.0,India,Manipur
4486,08/17/2012 12:00:00 AM,landslide,downpour,medium,unknown,9.7285,76.803,,India,Kerala
5271,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.284,94.5808,,India,Nāgāland
4424,06/20/2012 12:00:00 AM,landslide,downpour,medium,unknown,26.149,91.7351,,India,Assam
3525,05/22/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.0672,93.4093,0.0,India,Assam
4949,06/18/2013 03:00:00 PM,landslide,rain,medium,unknown,30.3797,78.5017,0.0,India,Uttarakhand
706,08/10/2008 12:00:00 AM,landslide,rain,medium,unknown,25.08,75.72,2.0,India,Rajasthan
7369,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.1988,94.1016,0.0,India,Manipur
7676,08/12/2015 09:00:00 AM,landslide,monsoon,medium,above_road,32.1764,76.3075,0.0,India,Himachal Pradesh
4936,06/17/2013 12:00:00 AM,landslide,downpour,large,unknown,30.6945,79.0544,13.0,India,Uttarakhand
3895,08/07/2011 12:00:00 AM,landslide,rain,medium,unknown,31.0766,77.3913,0.0,India,Himachal Pradesh
