latitude,longitude,rainfall_mm,soil_moisture,elevation_m,slope_percent,landslide
27.841613808961892,91.05270169900695,28.2,0.442583,1734.0,17.24,0
25.395949666742194,94.48786056180502,64.5,0.431833,1535.0,32.78,0
27.3341,88.6083,5.4,0.388208,1418.0,34.08,1
25.25267540520359,89.37905452021386,20.6,0.440167,1779.0,30.27,0
28.83166438806034,88.63980552481434,38.8,0.426958,132.0,0.82,0
25.00971265089604,94.90455622576233,25.0,0.418167,1487.0,35.01,0
26.24018256621001,93.74347146968233,45.8,0.481708,84.0,12.39,0
22.71815980956554,96.716623535431,7.0,0.489208,55.0,3.93,0
23.203963105643183,94.39374074460267,13.6,0.48225,147.0,5.67,0
25.0985,94.3619,4.6,0.398875,1889.0,8.26,1
23.012036184693866,95.3182153577292,2.4,0.408083,240.0,7.33,0
22.637530374746504,92.8074832670436,3.9,0.409833,212.0,7.38,0
23.49617912822851,92.86739359650494,9.9,0.461958,184.0,26.07,0
25.756266159842884,96.58815020877776,6.4,0.397,1080.0,4.19,0
25.27586946087417,92.69458195426294,21.5,0.487333,1603.0,31.08,0
27.322,88.6087,5.4,0.388208,1477.0,11.18,1
26.509534485596696,91.47887800632813,29.2,0.480958,535.0,4.11,0
23.9939,94.0573,11.3,0.465375,968.0,17.04,1
25.808868113884696,96.23025823068184,6.8,0.49375,1395.0,10.58,0
23.756729869827858,91.15078639543627,23.0,0.4845,953.0,20.93,0
27.8835,96.9262,16.7,0.424917,956.0,30.17,1
23.368087472235505,88.80016472598562,6.8,0.49375,1395.0,10.58,0
26.49349035,91.72137514,17.5,0.486208,62.0,0.14,1
25.109546894558342,92.42394749159438,15.0,0.48325,754.0,17.35,0
27.172,88.5292,0.0,0.391125,301.0,12.49,1
24.2451,94.0691,3.8,0.433833,1349.0,15.62,1
23.3572,92.7878,7.7,0.414958,1372.0,14.4,1
25.1122,94.3591,4.1,0.42325,1822.0,9.63,1
23.602456632286145,94.22963800600036,6.8,0.423958,1299.0,15.01,0
25.013020457859547,93.62706378338083,49.2,0.48,295.0,1.07,0
26.4333,94.8833,29.2,0.480958,535.0,4.11,1
22.953385696291996,88.94637292045564,26.3,0.477,64.0,1.15,0
27.718620472551464,89.32512085849669,5.4,0.388208,1477.0,11.18,0
25.145209616403275,96.44043368210266,13.5,0.412917,95.0,0.29,0
23.7313,92.7187,12.8,0.422792,1039.0,5.94,1
26.1771,91.7599,14.0,0.485458,66.0,5.93,1
24.4638,92.4943,24.8,0.42725,90.0,7.59,1
26.559356306490535,93.59050958089986,50.9,0.478542,134.0,0.35,0
24.732612420358258,88.92494423789533,15.9,0.475042,107.0,2.28,0
22.73529942690803,94.44344528386515,3.9,0.422667,1804.0,9.55,0
27.226679306409878,89.89845589115501,20.6,0.493083,1314.0,3.53,0
28.761416802631093,90.03507975546037,45.8,0.481708,84.0,12.39,0
28.868420377831196,96.81038329489459,48.6,0.475542,802.0,3.48,0
27.339,88.6065,25.0,0.418167,1487.0,35.01,1
26.2753,94.6654,4.8,0.484208,1115.0,26.53,1
25.5007,93.9854,20.6,0.440167,1437.0,22.87,1
24.6869,93.9157,4.2,0.428625,772.0,0.05,1
25.9703,91.8584,8.0,0.469958,299.0,5.03,1
25.47238147637097,90.34442209974384,23.5,0.488667,1485.0,4.42,0
25.2663964232904,93.5522239988203,26.3,0.486917,1603.0,21.88,0
28.4659,95.86,7.7,0.424792,1026.0,33.42,1
25.5125,93.3613,3.9,0.44925,320.0,10.44,1
27.439014202962724,92.25447359652418,13.1,0.429,996.0,8.29,0
26.2363,94.8133,3.0,0.5005,1560.0,18.56,1
25.1019,93.3729,10.6,0.467,1133.0,7.39,1
25.00035976374098,91.79188404814742,12.8,0.487375,1923.0,6.5,0
25.72,94.6219,7.1,0.489417,1765.0,28.13,1
24.96225602889161,94.15178373949597,60.7,0.481625,202.0,0.96,0
24.1419,94.1078,6.9,0.47275,1187.0,12.34,1
26.431016146765955,92.3517655457468,3.3,0.410458,30.0,2.01,0
27.3765,88.7628,24.2,0.425667,3764.0,8.36,1
28.531265700646934,93.05486010264613,31.4,0.427958,3589.0,21.06,0
25.0728,92.3636,71.7,0.465792,120.0,14.56,1
24.814077656486905,94.98625643090236,22.4,0.501375,96.0,5.54,0
28.363283930388103,89.86155529315585,25.1,0.44675,285.0,11.22,0
26.49409629926123,95.10892367419562,24.2,0.425667,3764.0,8.36,0
28.26327219650062,89.81952193361685,6.8,0.423958,1299.0,15.01,0
26.148,94.8422,19.4,0.478083,1504.0,40.83,1
28.519980681002878,88.58663403179499,38.8,0.426958,132.0,0.82,0
24.621761369993703,92.90547109863724,20.7,0.425542,1295.0,11.86,0
27.66329591541404,95.24645438356968,1.3,0.405958,867.0,19.44,0
26.149,91.7351,61.6,0.482292,52.0,3.12,1
28.547165460005,93.88387164119013,33.7,0.426042,460.0,14.5,0
24.9037,93.487,5.5,0.396958,1272.0,11.84,1
28.976673522987035,96.78706830382396,20.7,0.461292,231.0,7.88,0
23.927054081144973,91.25540282398607,21.7,0.487625,52.0,1.93,0
26.478221711422975,94.17606373230025,20.5,0.488917,1415.0,15.69,0
24.9336,93.8275,10.5,0.469583,1023.0,16.0,1
28.996759342756256,90.62377513111491,1.5,0.458875,1701.0,16.77,0
23.265497625227475,88.51688144720794,27.2,0.480625,813.0,7.85,0
23.09172465498653,93.42534456285469,12.2,0.412458,487.0,10.54,0
28.284881659511818,92.25983270714153,0.0,0.43775,299.0,5.03,0
27.1748,88.6458,3.9,0.379292,930.0,33.72,1
28.586104834568015,88.46304495801216,35.3,0.427125,2758.0,24.01,0
27.357353877425297,93.83117127400854,19.9,0.46375,1559.0,22.03,0
23.142581008495984,96.16519834799709,4.0,0.423167,1131.0,11.02,0
24.24808714755309,92.87496273828557,3.0,0.415708,1372.0,15.25,0
27.3425,88.6236,29.2,0.428958,2102.0,19.6,1
27.062402404413,89.77427403602543,65.4,0.481375,122.0,7.09,0
24.5202,92.7239,24.1,0.420167,39.0,0.45,1
22.745447030610936,89.98062466092424,62.0,0.487458,704.0,0.85,0
24.05981069549698,96.89436519347032,6.2,0.41675,815.0,9.76,0
26.729526627453154,90.49532932654397,19.0,0.473958,1478.0,28.29,0
25.794677478117396,96.25321562639115,58.1,0.486042,197.0,0.43,0
24.51123153167252,94.73454081369849,4.0,0.423167,1131.0,11.02,0
25.83,94.13,3.8,0.487333,1006.0,14.92,1
24.208013356337776,95.78402851550712,12.0,0.467875,1682.0,25.41,0
24.2315,92.6755,66.5,0.418708,680.0,7.06,1
24.586153835602516,92.17140378228986,18.0,0.464708,231.0,0.68,0
28.62639410562806,90.19297844048162,0.0,0.349625,151.0,4.42,0
26.3335,94.5512,18.6,0.470333,1356.0,5.34,1
27.492490352010854,96.00659984506812,18.4,0.425917,1376.0,9.61,0
24.104285617159004,89.56718803305027,10.4,0.476,856.0,21.5,0
23.69534237000489,94.60866024144534,58.1,0.486042,197.0,0.43,0
25.8838171582533,94.2750662743115,5.9,0.489083,777.0,0.33,0
25.5772,91.8666,76.2,0.487375,1469.0,13.49,1
27.23183513276002,95.59285312050585,15.0,0.494292,1721.0,28.06,0
22.760385361952974,88.2980523556403,24.9,0.44775,768.0,35.92,0
25.7131,94.0885,2.0,0.496,1402.0,0.34,1
27.12907071477904,91.72343336260874,3.9,0.500125,1376.0,22.06,0
24.6596,93.9784,5.9,0.489083,777.0,0.33,1
23.498906943398413,94.36953256805722,0.0,0.370792,1311.0,13.07,0
27.763483495365236,95.14440819752488,26.3,0.477,64.0,1.15,0
23.9278,94.0906,11.3,0.48925,909.0,13.57,1
26.608539130945356,96.79456703530933,32.2,0.4555,24.0,0.32,0
23.032107960749816,95.63414035883389,19.4,0.4285,3172.0,36.42,0
25.18345722744064,91.99682247833353,0.7,0.487375,783.0,0.07,0
25.4749,93.1477,17.1,0.483542,152.0,2.05,1
23.664426056203414,94.84411464413807,27.3,0.489583,1443.0,5.09,0
26.453115631815336,89.78859312191017,9.9,0.411542,562.0,19.37,0
28.61041378654726,88.40229727886758,17.5,0.428417,1354.0,33.09,0
27.66085177457013,90.57568671795511,10.1,0.424833,3751.0,8.8,0
24.804888988711525,95.09046274338932,42.9,0.426708,585.0,11.9,0
27.545687033080515,95.16712860122591,5.9,0.489083,777.0,0.33,0
28.582354665618627,89.76545403505459,12.2,0.420958,150.0,8.58,0
24.5308,92.5121,24.8,0.42725,67.0,1.48,1
23.13603225778027,90.31604522299362,5.1,0.421792,543.0,7.45,0
25.49454133530167,95.81281977886003,15.0,0.490167,728.0,11.9,0
26.7225,95.0281,6.5,0.466667,706.0,2.29,1
25.7354,90.3852,23.6,0.462792,334.0,5.73,1
26.52317015100405,91.97920426894898,13.6,0.48225,147.0,5.67,0
25.1775,93.0123,159.2,0.480458,646.0,5.85,1
28.1193,95.1645,7.8,0.398792,823.0,29.43,1
28.015596947057844,92.02974832839944,24.9,0.44775,768.0,35.92,0
24.7505,93.4221,9.5,0.418542,772.0,8.04,1
25.6623,94.1072,1.8,0.475167,1394.0,6.16,1
25.900202031669536,91.81886176208921,45.8,0.482375,60.0,6.41,0
24.9925,93.5,10.2,0.4255,1206.0,19.06,1
26.8727,94.9275,11.3,0.443458,128.0,0.1,1
24.9667,93.55,42.9,0.426708,585.0,11.9,1
27.4,92.35,0.2,0.420708,2628.0,14.33,1
27.2872,88.2816,3.0,0.408958,574.0,18.71,1
25.5212,90.232,62.9,0.495292,583.0,21.88,1
24.02562379140199,93.38633331337331,13.9,0.481042,1245.0,6.14,0
24.6108,92.562,0.7,0.132125,27.0,0.21,1
24.39868899673687,89.43126005726549,33.7,0.426042,460.0,14.5,0
23.527404172021523,95.99420407030802,12.2,0.420958,150.0,8.58,0
24.822738509492314,90.74950093262204,10.4,0.475167,1715.0,22.21,0
28.32555186239444,96.13627479645216,70.0,0.423417,1516.0,1.0,0
27.374379013573446,90.24564437703232,14.5,0.422625,147.0,0.49,0
24.310767610865504,96.33595925700678,32.8,0.433542,1083.0,8.3,0
25.6841388594117,91.19393823537638,49.2,0.48,295.0,1.07,0
25.565846556780976,94.53618473724714,15.0,0.490167,728.0,11.9,0
27.03073511072313,96.69598881274884,0.8,0.393583,472.0,23.77,0
24.39310138786679,91.33111960069503,14.3,0.425458,846.0,2.74,0
24.368063572416602,96.35626940944822,12.0,0.467875,1538.0,12.73,0
24.329105395445364,92.05136085407472,2.0,0.406083,3454.0,16.98,0
28.198901648302645,90.17011746536096,18.0,0.464708,231.0,0.68,0
25.8782,94.1739,11.1,0.502542,1357.0,28.61,1
27.251307703033635,89.58302407435505,7.8,0.398792,823.0,29.43,0
24.1988,94.1016,6.9,0.428042,1345.0,10.7,1
25.690672925595912,89.47997429633958,18.7,0.415958,1099.0,26.03,0
22.903110365626826,89.99345099636659,7.8,0.4715,1016.0,16.44,0
24.1293,92.6921,8.7,0.422208,825.0,5.85,1
28.911495395996262,92.54225438197854,17.2,0.473875,717.0,1.36,0
25.8143,90.5763,2.9,0.466875,63.0,2.81,1
24.57035771158973,92.79619534273297,19.9,0.425917,761.0,13.47,0
24.921324402318742,95.93607637458375,13.2,0.421792,322.0,14.57,0
24.34172851772322,91.15263808284467,6.4,0.424167,719.0,21.95,0
27.338967195892156,88.59089217454942,6.9,0.434875,995.0,6.97,0
27.778128058692012,95.40379963570761,76.2,0.487375,1469.0,13.49,0
25.514512839016387,89.16825659091242,15.1,0.480208,1260.0,8.44,0
26.628141317275343,93.14999051301525,4.7,0.412,1582.0,22.06,0
26.382013853571,92.4206281884665,5.2,0.431875,885.0,5.49,0
27.095349978199096,96.83901867398133,0.3,0.249125,52.0,4.77,0
24.24471794532822,93.96321124316918,24.9,0.426458,1162.0,30.58,0
27.3543,88.6428,2.9,0.404333,2126.0,31.8,1
25.7055,94.0132,19.0,0.473958,1478.0,28.29,1
28.90869956970922,95.81067700990477,2.4,0.408083,240.0,7.33,0
26.03620321962417,93.69160644040304,3.6,0.445542,1713.0,4.28,0
24.059414491453357,92.18312686155896,0.7,0.487375,783.0,0.07,0
25.6278,94.1051,19.5,0.477667,1508.0,12.32,1
23.375581547454217,89.59856669448905,13.5,0.412917,95.0,0.29,0
25.154623153241797,96.67780643861998,45.9,0.475333,615.0,14.37,0
28.281478826513805,93.41001871902873,42.9,0.426708,585.0,11.9,0
24.52847525422522,94.29203709421738,65.4,0.481375,122.0,7.09,0
28.800303939173816,91.57615780991641,45.8,0.481708,84.0,12.39,0
26.1665,91.7049,22.4,0.483458,231.0,0.68,1
24.63632276282933,94.49510926875149,20.7,0.461292,231.0,7.88,0
25.52,91.27,7.9,0.477083,1340.0,3.8,1
27.739239766126854,92.30132776308936,6.2,0.404458,1879.0,27.03,0
25.6703,94.1095,19.3,0.498542,1448.0,7.26,1
24.755706742644705,95.67312585044773,9.9,0.411542,562.0,19.37,0
24.5204,92.7264,24.1,0.420167,40.0,0.57,1
24.040847702392394,96.89905725332946,10.9,0.423792,149.0,1.02,0
24.110483598873895,96.27708628911067,20.4,0.425875,3520.0,9.74,0
24.34713434737556,94.56589988336961,24.9,0.426458,1162.0,30.58,0
23.7705,92.5217,0.0,0.364542,69.0,11.38,1
23.411248570311667,88.99795822836671,11.1,0.421042,38.0,0.23,0
25.8702,94.7844,3.4,0.4885,1129.0,12.48,1
28.32848785555251,90.31088399749736,12.0,0.472458,21.0,0.86,0
28.10608909533852,90.23332741564217,15.0,0.48325,754.0,17.35,0
26.781831986524434,94.07704782831391,6.4,0.424167,719.0,21.95,0
25.244757811486586,95.62871150276276,16.0,0.4705,402.0,7.65,0
28.9986,94.8885,70.9,0.428875,604.0,14.13,1
25.27058937336956,93.89927408429224,6.2,0.41675,815.0,9.76,0
28.29478672113271,91.93498398740903,6.2,0.404458,1879.0,27.03,0
27.2298,94.0989,1.8,0.395125,95.0,0.27,1
25.0634,94.3415,50.8,0.453042,1742.0,20.02,1
26.1965,91.763,45.7,0.473917,81.0,3.19,1
25.4993,94.1192,12.8,0.487375,1923.0,6.5,1
27.4198535017835,95.57632915711913,8.5,0.459167,1171.0,14.75,0
24.867532673537553,94.58916080767835,12.4,0.424583,1517.0,32.77,0
22.961741511445574,91.69248391631,9.8,0.477917,142.0,0.69,0
25.980719810040203,91.46455220225309,58.2,0.481708,130.0,4.21,0
23.61579937054094,90.59363844370935,16.3,0.503375,1669.0,9.12,0
26.1147,94.3864,10.3,0.484167,362.0,7.27,1
24.383666250590206,89.32194736985907,20.5,0.488917,1415.0,15.69,0
28.63849465254148,90.23943381571583,8.3,0.425333,993.0,24.4,0
24.416,94.0984,6.6,0.435375,1347.0,14.73,1
28.616973967299433,95.82926258874849,60.7,0.481625,202.0,0.96,0
25.1796,93.0083,24.4,0.486542,696.0,5.4,1
27.8837,93.0515,21.0,0.419542,1679.0,26.64,1
27.44,92.2833,4.5,0.409167,2580.0,17.68,1
28.80242427215534,95.2752257380233,45.8,0.481708,55.0,6.26,0
28.43296310644717,92.3764312725361,0.5,0.385708,3620.0,24.0,0
24.702616182307263,94.45981644641925,58.2,0.484958,68.0,6.7,0
27.18909881065891,95.4928002042704,11.3,0.465375,968.0,17.04,0
22.87720386706977,92.99767315756858,15.0,0.490167,728.0,11.9,0
26.1028,91.8806,30.5,0.480875,151.0,2.46,1
27.02326382499275,90.37311352882871,6.9,0.502667,1160.0,2.28,0
23.055935716377693,93.69336564965096,48.6,0.465792,172.0,16.38,0
24.4279,94.0564,5.2,0.431875,885.0,5.49,1
25.3833,94.1884,9.2,0.462625,1683.0,4.47,1
26.1548,91.7351,10.3,0.491958,55.0,1.72,1
28.611,94.9829,44.6,0.428792,1610.0,47.77,1
26.3897,94.9439,14.5,0.448625,514.0,20.67,1
24.68933862572111,94.5144771294618,23.0,0.4845,953.0,20.93,0
27.058915233962356,91.62308739409491,42.7,0.472708,50.0,0.39,0
26.896448613466944,89.59064419956393,2.4,0.452125,70.0,1.93,0
26.1984,94.8158,33.8,0.478708,1849.0,20.93,1
24.8669,92.3576,52.3,0.480875,18.0,0.2,1
26.23086145007958,91.28804112065646,10.2,0.4255,1206.0,19.06,0
24.8961,93.4957,4.4,0.418625,1049.0,37.74,1
23.09473032694435,91.32199696808944,24.4,0.486542,696.0,5.4,0
24.234358168497582,96.7073139028178,20.7,0.425542,1295.0,11.86,0
25.995295680393276,92.74798215285996,10.5,0.469583,1023.0,16.0,0
23.539197397752954,88.45610294776165,8.7,0.422208,825.0,5.85,0
27.01500315270411,89.17157707531777,58.2,0.484958,68.0,6.7,0
25.416367544567684,93.90141404483403,15.9,0.475042,107.0,2.28,0
25.2269,93.1658,4.2,0.467708,396.0,2.34,1
25.4769,94.1351,25.2,0.488458,1684.0,16.19,1
23.24522411848801,89.61986329232293,30.5,0.480875,151.0,2.46,0
23.899,94.1434,7.6,0.48925,269.0,7.72,1
25.48,94.1383,15.2,0.48875,1721.0,8.69,1
26.42840951227916,90.64646186007029,58.2,0.482375,71.0,5.48,0
24.50648034465743,94.2685707123745,35.9,0.430125,1382.0,49.08,0
25.06430032362175,93.45293843164878,5.4,0.499125,1649.0,22.01,0
25.68740138436136,92.41513012720807,57.0,0.491167,872.0,11.42,0
25.2193,90.5549,52.3,0.479375,249.0,5.38,1
25.1555,93.8474,58.2,0.42825,1406.0,28.4,1
27.055543252969322,88.51338187161817,78.2,0.42525,573.0,1.93,0
23.182408947425547,95.81577517570743,7.7,0.498083,68.0,0.48,0
26.61955656619669,91.01051923446092,9.5,0.502125,1029.0,12.47,0
22.68390571900323,96.33674231777469,15.1,0.480208,1260.0,8.44,0
22.973598553937244,93.10236530792696,11.6,0.498667,1610.0,20.11,0
23.75190618324813,89.45271240481877,10.1,0.424833,3751.0,8.8,0
25.5114,90.215,21.8,0.476208,305.0,7.05,1
26.542654467664946,94.51435240289803,13.3,0.474417,1435.0,8.95,0
26.0838,94.564,10.4,0.494292,1848.0,10.44,1
27.505397626431755,89.57424224409878,17.5,0.428417,1354.0,33.09,0
25.898604455442232,90.30533121630899,0.6,0.297125,1065.0,20.86,0
26.119572346577556,93.9603323514399,9.1,0.396375,879.0,17.82,0
24.75,93.4333,0.1,0.405333,546.0,27.98,1
22.781838110769296,95.55270436585812,10.9,0.423792,149.0,1.02,0
23.7527,92.694,12.6,0.424,793.0,20.23,1
24.846151339600542,94.54044741998088,21.6,0.489125,247.0,2.2,0
25.7902,94.1318,16.9,0.477583,1285.0,7.47,1
27.016835862402154,96.18298757363398,13.1,0.429,996.0,8.29,0
28.507632513728918,88.47789076050324,12.2,0.420958,150.0,8.58,0
27.929255993691378,90.1634943089847,13.0,0.425708,554.0,1.38,0
26.1768,91.7702,10.4,0.492292,127.0,1.34,1
26.6065682608388,90.35421003776285,12.0,0.472458,21.0,0.86,0
25.1604,93.6795,0.6,0.297125,1065.0,20.86,1
25.95145153038017,90.22640959182446,14.8,0.415917,422.0,36.67,0
22.515001994799036,91.21310107314945,17.9,0.428625,503.0,34.34,0
22.74483761288044,91.72266611541697,1.8,0.475167,1394.0,6.16,0
24.8628,94.4182,8.6,0.422833,922.0,27.04,1
25.036274276432213,90.93765910650875,14.0,0.494167,165.0,9.45,0
28.131964688214843,93.16103133448213,20.6,0.493083,1314.0,3.53,0
25.974133870017127,96.65594774415882,17.9,0.428625,503.0,34.34,0
24.9849,92.8411,26.2,0.441375,252.0,7.49,1
23.045685510214767,91.2465611012808,0.0,0.255917,102.0,13.08,0
23.319244234968668,88.32744613064922,21.5,0.487333,1603.0,31.08,0
27.507374152253693,89.349660548226,64.5,0.431833,1535.0,32.78,0
23.218801969080143,93.96443194197099,3.8,0.487333,1006.0,14.92,0
28.781202758237107,95.44774592667186,58.2,0.481708,130.0,4.21,0
22.703199402262776,92.05587189206034,6.5,0.466667,706.0,2.29,0
27.083416824169493,94.17574580011446,7.1,0.489417,1765.0,28.13,0
25.8833,91.2,21.6,0.489125,247.0,2.2,1
27.3736,88.7323,2.0,0.406083,3454.0,16.98,1
23.682003237795836,92.81367014650483,8.2,0.474625,151.0,4.38,0
24.8063,93.9482,0.7,0.487375,783.0,0.07,1
24.3481,94.1146,6.9,0.434875,995.0,6.97,1
27.806961856431847,88.41375842564379,12.0,0.472458,21.0,0.86,0
23.695362155913397,96.23882257189621,0.8,0.393583,472.0,23.77,0
25.442425925859972,94.8510618941666,26.2,0.441375,252.0,7.49,0
27.212825059338265,89.85022030086303,36.1,0.4285,483.0,14.02,0
26.94317335258227,94.82705428816925,52.8,0.427083,404.0,2.95,0
27.755710989257718,94.48650702225791,12.0,0.472458,21.0,0.86,0
25.72864376013788,91.93741391901331,49.2,0.48,295.0,1.07,0
27.690836036727394,95.20448598214485,7.0,0.489208,55.0,3.93,0
28.317453240503827,96.65789959909074,12.9,0.421458,977.0,12.94,0
26.766373012641317,90.79962286955819,15.2,0.48875,1721.0,8.69,0
24.90440911213463,96.84951188192305,10.5,0.469583,1023.0,16.0,0
28.38172833346303,96.88198156873258,0.0,0.370792,1311.0,13.07,0
24.996234757405926,96.78798721313899,7.0,0.489208,55.0,3.93,0
25.1333,93.9667,7.9,0.482958,1009.0,2.3,1
24.9786,93.5027,20.7,0.425542,1295.0,11.86,1
26.017161383758516,90.94946974790942,16.0,0.4705,402.0,7.65,0
23.867441147373494,92.51141040608394,39.7,0.47425,1546.0,17.08,0
27.337,88.609,64.5,0.431833,1535.0,32.78,1
28.75882566813701,95.34549845064028,15.0,0.494292,1658.0,33.6,0
23.75406693,92.74128531,12.9,0.419833,994.0,19.5,1
26.1963,91.8074,10.4,0.492292,196.0,3.58,1
26.1833,91.8,17.7,0.484625,67.0,0.63,1
25.01643926467525,95.9170431106684,59.9,0.428833,1615.0,13.62,0
28.665354148676833,89.66372274546863,12.0,0.47175,246.0,11.49,0
27.211940643962414,95.45189721595392,12.0,0.472458,21.0,0.86,0
25.690018356621465,90.48199350522775,15.0,0.494292,1658.0,33.6,0
26.09748244,91.8744337,53.5,0.478458,188.0,9.67,1
22.9808782201198,94.63758716447084,81.4,0.482458,1283.0,24.93,0
25.8376,94.5234,8.9,0.482333,801.0,1.13,1
28.69823275062607,96.18200511664874,58.2,0.42825,1406.0,28.4,0
25.3056,93.1265,143.7,0.475708,285.0,14.14,1
25.6700362159056,93.41268533640033,8.3,0.425333,993.0,24.4,0
25.943219655971696,89.43067826344789,8.2,0.420375,2695.0,21.16,0
27.924838150243595,92.17877892541797,7.8,0.4715,1016.0,16.44,0
23.705474712935032,94.39208314896017,53.5,0.478458,188.0,9.67,0
28.194430827891345,95.15941121992071,15.6,0.466,1571.0,21.49,0
25.3098633,94.48214677,19.9,0.46375,1559.0,22.03,1
28.91068481603071,91.90465584059834,58.2,0.482375,81.0,2.95,0
28.774534602832897,89.66901848291357,12.4,0.471458,1581.0,24.56,0
23.4495,92.8112,1.3,0.405958,867.0,19.44,1
22.549657152590953,96.29882972635394,3.0,0.415708,1372.0,15.25,0
23.633037553290677,93.76910571493711,22.5,0.472542,688.0,8.95,0
25.870257961849752,89.38227801984277,3.8,0.415417,898.0,13.45,0
23.089722016332033,94.8734472741657,10.4,0.492292,127.0,1.34,0
27.624080807224402,94.69196634749215,19.9,0.46375,1559.0,22.03,0
22.778918824925018,88.56395949681544,17.5,0.484917,1738.0,16.0,0
26.1619,91.7697,7.0,0.489208,55.0,3.93,1
24.9111,94.4759,3.9,0.422667,1804.0,9.55,1
26.598325888462224,95.32696852416852,0.0,0.355417,91.0,0.27,0
22.71948814197261,94.00449312364431,3.9,0.500125,1376.0,22.06,0
24.892286662185395,93.24883846677557,73.4,0.480875,327.0,8.57,0
28.48271970250721,96.01282991456719,3.9,0.422667,1804.0,9.55,0
26.1699,94.4922,21.9,0.48225,1134.0,3.66,1
25.29324757759902,95.7715546997289,0.7,0.487375,783.0,0.07,0
28.1737,94.7596,50.1,0.429,610.0,9.07,1
23.674724042440445,93.41488856794227,11.3,0.48925,909.0,13.57,0
26.7103,94.693,22.5,0.472542,688.0,8.95,1
23.824213310518402,88.69389783871593,8.8,0.473042,850.0,4.7,0
26.1985,91.7998,58.2,0.484958,92.0,5.76,1
26.7215,95.0283,62.0,0.487458,704.0,0.85,1
25.5006,90.0896,0.2,0.434083,48.0,3.84,1
24.4265,94.1913,6.8,0.423958,1299.0,15.01,1
24.29566348823701,91.84303004079598,5.9,0.42025,1026.0,6.52,0
